2461132.617040567, A.D. 2026-Apr-02 02:48:32.3050, -3.841564452869165E+05, -8.372222932211394E+04, -1.992500612844952E+04,  1.785974090254243E-01, -9.848419114633978E-01, -7.702230186514447E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.620512790, A.D. 2026-Apr-02 02:53:32.3050, -3.841027531170861E+05, -8.401765723899302E+04, -1.994810685178603E+04,  1.793503606233362E-01, -9.846774387536279E-01, -7.698251328312494E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.623985012, A.D. 2026-Apr-02 02:58:32.3050, -3.840488350880952E+05, -8.431303572798995E+04, -1.997119563216390E+04,  1.801031366941920E-01, -9.845123922820821E-01, -7.694268214600530E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.627457234, A.D. 2026-Apr-02 03:03:32.3050, -3.839946912526631E+05, -8.460836461700591E+04, -1.999427245682124E+04,  1.808557368301123E-01, -9.843467722471075E-01, -7.690280848493741E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.630929456, A.D. 2026-Apr-02 03:08:32.3050, -3.839403216636314E+05, -8.490364373400171E+04, -2.001733731300557E+04,  1.816081606234694E-01, -9.841805788473218E-01, -7.686289233108673E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.634401678, A.D. 2026-Apr-02 03:13:32.3050, -3.838857263739640E+05, -8.519887290699770E+04, -2.004039018797372E+04,  1.823604076668871E-01, -9.840138122816111E-01, -7.682293371563342E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.637873901, A.D. 2026-Apr-02 03:18:32.3050, -3.838309054367470E+05, -8.549405196407402E+04, -2.006343106899193E+04,  1.831124775532413E-01, -9.838464727491307E-01, -7.678293266977160E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.641346123, A.D. 2026-Apr-02 03:23:32.3050, -3.837758589051884E+05, -8.578918073337046E+04, -2.008645994333567E+04,  1.838643698756597E-01, -9.836785604493041E-01, -7.674288922470995E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.644818345, A.D. 2026-Apr-02 03:28:32.3050, -3.837205868326186E+05, -8.608425904308681E+04, -2.010947679828994E+04,  1.846160842275224E-01, -9.835100755818240E-01, -7.670280341167074E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.648290567, A.D. 2026-Apr-02 03:33:32.3050, -3.836650892724897E+05, -8.637928672148277E+04, -2.013248162114900E+04,  1.853676202024615E-01, -9.833410183466490E-01, -7.666267526189091E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.651762790, A.D. 2026-Apr-02 03:38:32.3050, -3.836093662783754E+05, -8.667426359687807E+04, -2.015547439921652E+04,  1.861189773943616E-01, -9.831713889440071E-01, -7.662250480662103E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.655235012, A.D. 2026-Apr-02 03:43:32.3050, -3.835534179039719E+05, -8.696918949765249E+04, -2.017845511980556E+04,  1.868701553973602E-01, -9.830011875743924E-01, -7.658229207712608E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.658707234, A.D. 2026-Apr-02 03:48:32.3050, -3.834972442030965E+05, -8.726406425224607E+04, -2.020142377023851E+04,  1.876211538058470E-01, -9.828304144385660E-01, -7.654203710468482E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.662179456, A.D. 2026-Apr-02 03:53:32.3050, -3.834408452296884E+05, -8.755888768915912E+04, -2.022438033784720E+04,  1.883719722144651E-01, -9.826590697375557E-01, -7.650173992059012E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.665651678, A.D. 2026-Apr-02 03:58:32.3050, -3.833842210378083E+05, -8.785365963695222E+04, -2.024732480997284E+04,  1.891226102181102E-01, -9.824871536726557E-01, -7.646140055614847E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.669123901, A.D. 2026-Apr-02 04:03:32.3050, -3.833273716816385E+05, -8.814837992424649E+04, -2.027025717396598E+04,  1.898730674119313E-01, -9.823146664454248E-01, -7.642101904268123E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.672596123, A.D. 2026-Apr-02 04:08:32.3050, -3.832702972154826E+05, -8.844304837972342E+04, -2.029317741718667E+04,  1.906233433913308E-01, -9.821416082576893E-01, -7.638059541152215E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.676068345, A.D. 2026-Apr-02 04:13:32.3050, -3.832129976937656E+05, -8.873766483212526E+04, -2.031608552700428E+04,  1.913734377519644E-01, -9.819679793115381E-01, -7.634012969402004E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.679540567, A.D. 2026-Apr-02 04:18:32.3050, -3.831554731710337E+05, -8.903222911025473E+04, -2.033898149079760E+04,  1.921233500897413E-01, -9.817937798093266E-01, -7.629962192153728E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.683012790, A.D. 2026-Apr-02 04:23:32.3050, -3.830977237019545E+05, -8.932674104297548E+04, -2.036186529595483E+04,  1.928730800008246E-01, -9.816190099536750E-01, -7.625907212544947E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.686485012, A.D. 2026-Apr-02 04:28:32.3050, -3.830397493413162E+05, -8.962120045921189E+04, -2.038473692987363E+04,  1.936226270816313E-01, -9.814436699474663E-01, -7.621848033714657E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.689957234, A.D. 2026-Apr-02 04:33:32.3050, -3.829815501440288E+05, -8.991560718794922E+04, -2.040759637996104E+04,  1.943719909288318E-01, -9.812677599938477E-01, -7.617784658803212E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.693429456, A.D. 2026-Apr-02 04:38:32.3050, -3.829231261651226E+05, -9.020996105823381E+04, -2.043044363363351E+04,  1.951211711393515E-01, -9.810912802962309E-01, -7.613717090952282E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.696901678, A.D. 2026-Apr-02 04:43:32.3050, -3.828644774597491E+05, -9.050426189917294E+04, -2.045327867831695E+04,  1.958701673103693E-01, -9.809142310582888E-01, -7.609645333305004E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.700373901, A.D. 2026-Apr-02 04:48:32.3050, -3.828056040831806E+05, -9.079850953993516E+04, -2.047610150144669E+04,  1.966189790393192E-01, -9.807366124839587E-01, -7.605569389005773E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.703846123, A.D. 2026-Apr-02 04:53:32.3050, -3.827465060908099E+05, -9.109270380975009E+04, -2.049891209046748E+04,  1.973676059238889E-01, -9.805584247774395E-01, -7.601489261200395E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.707318345, A.D. 2026-Apr-02 04:58:32.3050, -3.826871835381509E+05, -9.138684453790882E+04, -2.052171043283353E+04,  1.981160475620217E-01, -9.803796681431927E-01, -7.597404953036035E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.710790567, A.D. 2026-Apr-02 05:03:32.3050, -3.826276364808376E+05, -9.168093155376372E+04, -2.054449651600848E+04,  1.988643035519149E-01, -9.802003427859406E-01, -7.593316467661188E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.714262790, A.D. 2026-Apr-02 05:08:32.3050, -3.825678649746248E+05, -9.197496468672855E+04, -2.056727032746544E+04,  1.996123734920212E-01, -9.800204489106683E-01, -7.589223808225687E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.717735012, A.D. 2026-Apr-02 05:13:32.3050, -3.825078690753875E+05, -9.226894376627883E+04, -2.059003185468693E+04,  2.003602569810481E-01, -9.798399867226211E-01, -7.585126977880735E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.721207234, A.D. 2026-Apr-02 05:18:32.3050, -3.824476488391214E+05, -9.256286862195141E+04, -2.061278108516497E+04,  2.011079536179588E-01, -9.796589564273053E-01, -7.581025979778860E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.724679456, A.D. 2026-Apr-02 05:23:32.3050, -3.823872043219420E+05, -9.285673908334508E+04, -2.063551800640100E+04,  2.018554630019712E-01, -9.794773582304870E-01, -7.576920817073940E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.728151678, A.D. 2026-Apr-02 05:28:32.3050, -3.823265355800855E+05, -9.315055498012016E+04, -2.065824260590597E+04,  2.026027847325591E-01, -9.792951923381931E-01, -7.572811492921189E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.731623901, A.D. 2026-Apr-02 05:33:32.3050, -3.822656426699078E+05, -9.344431614199905E+04, -2.068095487120024E+04,  2.033499184094517E-01, -9.791124589567103E-01, -7.568698010477115E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.735096123, A.D. 2026-Apr-02 05:38:32.3050, -3.822045256478852E+05, -9.373802239876593E+04, -2.070365478981369E+04,  2.040968636326341E-01, -9.789291582925843E-01, -7.564580372899615E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.738568345, A.D. 2026-Apr-02 05:43:32.3050, -3.821431845706136E+05, -9.403167358026700E+04, -2.072634234928567E+04,  2.048436200023472E-01, -9.787452905526196E-01, -7.560458583347873E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.742040567, A.D. 2026-Apr-02 05:48:32.3050, -3.820816194948091E+05, -9.432526951641061E+04, -2.074901753716497E+04,  2.055901871190879E-01, -9.785608559438796E-01, -7.556332644982361E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.745512790, A.D. 2026-Apr-02 05:53:32.3050, -3.820198304773074E+05, -9.461881003716720E+04, -2.077168034100991E+04,  2.063365645836092E-01, -9.783758546736869E-01, -7.552202560964938E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.748985012, A.D. 2026-Apr-02 05:58:32.3050, -3.819578175750640E+05, -9.491229497256945E+04, -2.079433074838827E+04,  2.070827519969204E-01, -9.781902869496208E-01, -7.548068334458741E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.752457234, A.D. 2026-Apr-02 06:03:32.3050, -3.818955808451542E+05, -9.520572415271237E+04, -2.081696874687733E+04,  2.078287489602872E-01, -9.780041529795196E-01, -7.543929968628194E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.755929456, A.D. 2026-Apr-02 06:08:32.3050, -3.818331203447727E+05, -9.549909740775336E+04, -2.083959432406387E+04,  2.085745550752318E-01, -9.778174529714776E-01, -7.539787466639092E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.759401678, A.D. 2026-Apr-02 06:13:32.3050, -3.817704361312338E+05, -9.579241456791227E+04, -2.086220746754418E+04,  2.093201699435330E-01, -9.776301871338469E-01, -7.535640831658469E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.762873901, A.D. 2026-Apr-02 06:18:32.3050, -3.817075282619710E+05, -9.608567546347159E+04, -2.088480816492400E+04,  2.100655931672265E-01, -9.774423556752363E-01, -7.531490066854701E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.766346123, A.D. 2026-Apr-02 06:23:32.3050, -3.816443967945377E+05, -9.637887992477624E+04, -2.090739640381865E+04,  2.108108243486048E-01, -9.772539588045110E-01, -7.527335175397448E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.769818345, A.D. 2026-Apr-02 06:28:32.3050, -3.815810417866058E+05, -9.667202778223398E+04, -2.092997217185291E+04,  2.115558630902176E-01, -9.770649967307918E-01, -7.523176160457651E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.773290567, A.D. 2026-Apr-02 06:33:32.3050, -3.815174632959672E+05, -9.696511886631534E+04, -2.095253545666108E+04,  2.123007089948715E-01, -9.768754696634554E-01, -7.519013025207566E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.776762790, A.D. 2026-Apr-02 06:38:32.3050, -3.814536613805323E+05, -9.725815300755366E+04, -2.097508624588701E+04,  2.130453616656306E-01, -9.766853778121339E-01, -7.514845772820711E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.780235012, A.D. 2026-Apr-02 06:43:32.3050, -3.813896360983309E+05, -9.755113003654520E+04, -2.099762452718406E+04,  2.137898207058162E-01, -9.764947213867141E-01, -7.510674406471934E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.783707234, A.D. 2026-Apr-02 06:48:32.3050, -3.813253875075115E+05, -9.784404978394930E+04, -2.102015028821505E+04,  2.145340857190072E-01, -9.763035005973377E-01, -7.506498929337296E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.787179456, A.D. 2026-Apr-02 06:53:32.3050, -3.812609156663418E+05, -9.813691208048826E+04, -2.104266351665246E+04,  2.152781563090404E-01, -9.761117156544008E-01, -7.502319344594177E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.790651678, A.D. 2026-Apr-02 06:58:32.3050, -3.811962206332081E+05, -9.842971675694763E+04, -2.106516420017819E+04,  2.160220320800104E-01, -9.759193667685532E-01, -7.498135655421223E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.794123901, A.D. 2026-Apr-02 07:03:32.3050, -3.811313024666153E+05, -9.872246364417618E+04, -2.108765232648373E+04,  2.167657126362690E-01, -9.757264541506980E-01, -7.493947864998385E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.797596123, A.D. 2026-Apr-02 07:08:32.3050, -3.810661612251873E+05, -9.901515257308597E+04, -2.111012788327012E+04,  2.175091975824269E-01, -9.755329780119926E-01, -7.489755976506796E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.801068345, A.D. 2026-Apr-02 07:13:32.3050, -3.810007969676664E+05, -9.930778337465243E+04, -2.113259085824790E+04,  2.182524865233525E-01, -9.753389385638466E-01, -7.485559993128943E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.804540567, A.D. 2026-Apr-02 07:18:32.3050, -3.809352097529133E+05, -9.960035587991448E+04, -2.115504123913719E+04,  2.189955790641726E-01, -9.751443360179221E-01, -7.481359918048525E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.808012790, A.D. 2026-Apr-02 07:23:32.3050, -3.808693996399074E+05, -9.989286991997459E+04, -2.117747901366768E+04,  2.197384748102723E-01, -9.749491705861342E-01, -7.477155754450499E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.811485012, A.D. 2026-Apr-02 07:28:32.3050, -3.808033666877461E+05, -1.001853253259988E+05, -2.119990416957856E+04,  2.204811733672954E-01, -9.747534424806490E-01, -7.472947505521110E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.814957234, A.D. 2026-Apr-02 07:33:32.3050, -3.807371109556453E+05, -1.004777219292169E+05, -2.122231669461866E+04,  2.212236743411441E-01, -9.745571519138851E-01, -7.468735174447810E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.818429456, A.D. 2026-Apr-02 07:38:32.3050, -3.806706325029391E+05, -1.007700595609223E+05, -2.124471657654629E+04,  2.219659773379796E-01, -9.743602990985114E-01, -7.464518764419337E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.821901678, A.D. 2026-Apr-02 07:43:32.3050, -3.806039313890795E+05, -1.010623380524724E+05, -2.126710380312940E+04,  2.227080819642217E-01, -9.741628842474492E-01, -7.460298278625627E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.825373901, A.D. 2026-Apr-02 07:48:32.3050, -3.805370076736369E+05, -1.013545572352885E+05, -2.128947836214548E+04,  2.234499878265497E-01, -9.739649075738684E-01, -7.456073720257889E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.828846123, A.D. 2026-Apr-02 07:53:32.3050, -3.804698614162993E+05, -1.016467169408558E+05, -2.131184024138157E+04,  2.241916945319013E-01, -9.737663692911904E-01, -7.451845092508591E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.832318345, A.D. 2026-Apr-02 07:58:32.3050, -3.804024926768727E+05, -1.019388170007237E+05, -2.133418942863434E+04,  2.249332016874741E-01, -9.735672696130865E-01, -7.447612398571390E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.835790567, A.D. 2026-Apr-02 08:03:32.3050, -3.803349015152811E+05, -1.022308572465055E+05, -2.135652591171000E+04,  2.256745089007245E-01, -9.733676087534775E-01, -7.443375641641170E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.839262790, A.D. 2026-Apr-02 08:08:32.3050, -3.802670879915658E+05, -1.025228375098790E+05, -2.137884967842438E+04,  2.264156157793690E-01, -9.731673869265329E-01, -7.439134824914118E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.842735012, A.D. 2026-Apr-02 08:13:32.3050, -3.801990521658861E+05, -1.028147576225861E+05, -2.140116071660289E+04,  2.271565219313830E-01, -9.729666043466713E-01, -7.434889951587553E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.846207234, A.D. 2026-Apr-02 08:18:32.3050, -3.801307940985188E+05, -1.031066174164332E+05, -2.142345901408052E+04,  2.278972269650022E-01, -9.727652612285600E-01, -7.430641024860080E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.849679456, A.D. 2026-Apr-02 08:23:32.3050, -3.800623138498581E+05, -1.033984167232909E+05, -2.144574455870186E+04,  2.286377304887216E-01, -9.725633577871147E-01, -7.426388047931459E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.853151678, A.D. 2026-Apr-02 08:28:32.3050, -3.799936114804157E+05, -1.036901553750946E+05, -2.146801733832110E+04,  2.293780321112965E-01, -9.723608942374986E-01, -7.422131024002732E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.856623901, A.D. 2026-Apr-02 08:33:32.3050, -3.799246870508205E+05, -1.039818332038442E+05, -2.149027734080207E+04,  2.301181314417422E-01, -9.721578707951225E-01, -7.417869956276107E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.860096123, A.D. 2026-Apr-02 08:38:32.3050, -3.798555406218189E+05, -1.042734500416040E+05, -2.151252455401816E+04,  2.308580280893341E-01, -9.719542876756444E-01, -7.413604847955024E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.863568345, A.D. 2026-Apr-02 08:43:32.3050, -3.797861722542743E+05, -1.045650057205034E+05, -2.153475896585241E+04,  2.315977216636076E-01, -9.717501450949696E-01, -7.409335702244102E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.867040567, A.D. 2026-Apr-02 08:48:32.3050, -3.797165820091671E+05, -1.048565000727365E+05, -2.155698056419744E+04,  2.323372117743591E-01, -9.715454432692487E-01, -7.405062522349198E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.870512790, A.D. 2026-Apr-02 08:53:32.3050, -3.796467699475950E+05, -1.051479329305621E+05, -2.157918933695553E+04,  2.330764980316452E-01, -9.713401824148795E-01, -7.400785311477326E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.873985012, A.D. 2026-Apr-02 08:58:32.3050, -3.795767361307724E+05, -1.054393041263042E+05, -2.160138527203853E+04,  2.338155800457828E-01, -9.711343627485058E-01, -7.396504072836713E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.877457234, A.D. 2026-Apr-02 09:03:32.3050, -3.795064806200308E+05, -1.057306134923517E+05, -2.162356835736799E+04,  2.345544574273500E-01, -9.709279844870162E-01, -7.392218809636797E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.880929456, A.D. 2026-Apr-02 09:08:32.3050, -3.794360034768182E+05, -1.060218608611586E+05, -2.164573858087502E+04,  2.352931297871855E-01, -9.707210478475445E-01, -7.387929525088160E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.884401678, A.D. 2026-Apr-02 09:13:32.3050, -3.793653047626995E+05, -1.063130460652442E+05, -2.166789593050038E+04,  2.360315967363892E-01, -9.705135530474700E-01, -7.383636222402612E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.887873901, A.D. 2026-Apr-02 09:18:32.3050, -3.792943845393563E+05, -1.066041689371928E+05, -2.169004039419450E+04,  2.367698578863216E-01, -9.703055003044156E-01, -7.379338904793104E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
2461132.891346123, A.D. 2026-Apr-02 09:23:32.3050, -3.792232428685865E+05, -1.068952293096543E+05, -2.171217195991743E+04,  2.375079128486048E-01, -9.700968898362488E-01, -7.375037575473820E-02,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,            n.a.,
